name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,enrollment
Mount San Jacinto College,California,CA,Public,2 Year,,1394,1394,10034,10034,,,,,,,
Mount St. Joseph University,Ohio,OH,Private,4 Year,9442.0,30100,39542,30100,39542,,,,,,,
Mount St. Mary's University,Maryland,MD,Private,4 Year,13075.0,41350,54425,41350,54425,13.0,Maryland,50200.0,94100.0,50.0,11.0,
Mount Vernon Nazarene University,Ohio,OH,Private,4 Year,8170.0,29244,37414,29244,37414,,,,,,,3694.0
Mount Wachusett Community College,Massachusetts,MA,Public,2 Year,,6510,6510,12660,12660,,,,,,,8295.0
Mountain Empire Community College,Virginia,VA,Public,2 Year,,4710,4710,10638,10638,,,,,,,4500.0
Mountain View College,Texas,TX,Public,2 Year,,1770,1770,5220,5220,,,,,,,21838.0
Mt. Hood Community College,Oregon,OR,Public,2 Year,,5407,5407,10312,10312,,,,,,,16723.0
Mt. Sierra College,California,CA,For Profit,4 Year,,15688,15688,15688,15688,,,,,,,924.0
MTI College,California,CA,For Profit,2 Year,,15250,15250,15250,15250,,,,,,,
Muhlenberg College,Pennsylvania,PA,Private,4 Year,11765.0,52595,64360,52595,64360,17.0,Pennsylvania,53400.0,101900.0,43.0,20.0,4230.0
Multnomah University,Oregon,OR,Private,4 Year,8870.0,25900,34770,25900,34770,22.0,Oregon,40500.0,76400.0,82.0,0.0,1208.0
Murray State College,Oklahoma,OK,Public,2 Year,6800.0,4820,11620,10970,17770,,,,,,,4982.0
Murray State University,Kentucky,KY,Public,4 Year,9190.0,9084,18274,24540,33730,12.0,Kentucky,44800.0,79900.0,56.0,9.0,19048.0
Muscatine Community College,Iowa,IA,Public,2 Year,,4860,4860,6870,6870,,,,,,,
Muskegon Community College,Michigan,MI,Public,2 Year,,4515,4515,10020,10020,,,,,,,8020.0
Muskingum University,Ohio,OH,Private,4 Year,11480.0,28516,39996,28516,39996,,,,,,,3455.0
Myotherapy Institute,Nebraska,NE,For Profit,2 Year,,11225,11225,11225,11225,,,,,,,30.0
Napa Valley College,California,CA,Public,2 Year,,1414,1414,9154,9154,,,,,,,14053.0
Naropa University,Colorado,CO,Private,4 Year,12849.0,31790,44639,31790,44639,,,,,,,1872.0
Nash Community College,North Carolina,NC,Public,2 Year,,2900,2900,9700,9700,,,,,,,7413.0
Nashua Community College,New Hampshire,NH,Public,2 Year,,7140,7140,15030,15030,,,,,,,3636.0
Nashville State Community College,Tennessee,TN,Public,2 Year,,4395,4395,17301,17301,,,,,,,20054.0
Nassau Community College,New York,NY,Public,2 Year,,5880,5880,11230,11230,,,,,,,45424.0
National Paralegal College,Arizona,AZ,For Profit,4 Year,,7995,7995,7995,7995,,,,,,,2250.0
National Park College,Arkansas,AR,Public,2 Year,,2700,2700,4110,4110,,,,,,,
National University,California,CA,Private,4 Year,,16710,16710,16710,16710,,,,,,,37196.0
National University of Health Sciences,Illinois,IL,Private,4 Year,,12609,12609,12609,12609,,,,,,,1290.0
National-Louis University,Illinois,IL,Private,4 Year,,10710,10710,10710,10710,,,,,,,10410.0
Naugatuck Valley Community College,Connecticut,CT,Public,2 Year,,4404,4404,13172,13172,,,,,,,14024.0
Navajo Technical University,New Mexico,NM,Public,2 Year,6270.0,2360,8630,2360,8630,,,,,,,5359.0
Navarro College,Texas,TX,Public,2 Year,5618.0,2400,8018,5400,11018,,,,,,,20061.0
Nazarene Bible College,Colorado,CO,Private,4 Year,,14700,14700,14700,14700,19.0,Colorado,33600.0,60100.0,,0.0,1185.0
Nazareth College,New York,NY,Private,4 Year,13580.0,34280,47860,34280,47860,,,,,,,
Nebraska Christian College,Nebraska,NE,Private,4 Year,9020.0,17665,26685,17665,26685,,,,,,,211.0
Nebraska College of Technical Agriculture,Nebraska,NE,Public,2 Year,7418.0,5036,12454,5036,12454,,,,,,,
Nebraska Indian Community College,Nebraska,NE,Public,2 Year,,5125,5125,5125,5125,,,,,,,321.0
Nebraska Methodist College of Nursing and Allied Health,Nebraska,NE,Private,4 Year,9586.0,18048,27634,18048,27634,,,,,,,
Nebraska Wesleyan University,Nebraska,NE,Private,4 Year,9622.0,34202,43824,34202,43824,12.0,Nebraska,45700.0,80500.0,60.0,8.0,3640.0
Neosho County Community College,Kansas,KS,Public,2 Year,6100.0,3120,9220,3120,9220,,,,,,,3930.0
Ner Israel Rabbinical College,Maryland,MD,Private,4 Year,6600.0,12400,19000,12400,19000,,,,,,,512.0
Neumann University,Pennsylvania,PA,Private,4 Year,13020.0,31400,44420,31400,44420,,,,,,,5823.0
Neumont College of Computer Science,Utah,UT,For Profit,4 Year,5970.0,24750,30720,24750,30720,,,,,,,
Nevada State College,Nevada,NV,Public,4 Year,,5438,5438,17458,17458,,,,,,,8051.0
New Charter University,California,CA,For Profit,4 Year,,2691,2691,2691,2691,,,,,,,
New College of Florida,Florida,FL,Public,4 Year,9264.0,6919,16183,29944,39208,20.0,Florida,47300.0,86500.0,40.0,4.0,1536.0
New England College,New Hampshire,NH,Private,4 Year,14222.0,37914,52136,37914,52136,6.0,New-Hampshire,45700.0,86400.0,43.0,24.0,4459.0
New England Conservatory of Music,Massachusetts,MA,Private,4 Year,15900.0,48750,64650,48750,64650,,,,,,,1301.0
New England Culinary Institute,Vermont,VT,For Profit,2 Year,10466.0,22210,32676,22210,32676,,,,,,,672.0
New England Institute of Technology,Rhode Island,RI,Private,4 Year,13065.0,29940,43005,29940,43005,7.0,Rhode-Island,51700.0,93200.0,44.0,14.0,4380.0
New Hampshire Institute of Art,New Hampshire,NH,Private,4 Year,11460.0,28280,39740,28280,39740,,,,,,,938.0
New Hope Christian College,Oregon,OR,Private,4 Year,6300.0,14880,21180,14880,21180,,,,,,,
New Jersey City University,New Jersey,NJ,Public,4 Year,12738.0,12051,24789,21573,34311,24.0,New-Jersey,48700.0,87600.0,55.0,9.0,18318.0
New Jersey Institute of Technology,New Jersey,NJ,Public,4 Year,13600.0,17338,30938,32750,46350,3.0,New-Jersey,64600.0,121300.0,51.0,75.0,18136.0
New Mexico Highlands University,New Mexico,NM,Public,4 Year,7872.0,6150,14022,10302,18174,6.0,New-Mexico,40400.0,73800.0,63.0,4.0,8191.0
New Mexico Institute of Mining and Technology,New Mexico,NM,Public,4 Year,8510.0,7770,16280,22268,30778,1.0,New-Mexico,64700.0,120400.0,61.0,91.0,3573.0
New Mexico Junior College,New Mexico,NM,Public,2 Year,4350.0,1452,5802,2196,6546,,,,,,,7094.0
New Mexico Military Institute,New Mexico,NM,Public,2 Year,5576.0,6797,12373,14469,20045,,,,,,,798.0
New Mexico State University,New Mexico,NM,Public,4 Year,9252.0,7368,16620,23508,32760,,,,,,,
New Mexico State University at Alamogordo,New Mexico,NM,Public,2 Year,,2064,2064,5376,5376,,,,,,,4433.0
New Mexico State University at Carlsbad,New Mexico,NM,Public,2 Year,,1376,1376,1376,1376,,,,,,,4073.0
New Mexico State University at Grants,New Mexico,NM,Public,2 Year,536.0,2064,2600,4104,4640,,,,,,,2224.0
New Orleans Baptist Theological Seminary,Louisiana,LA,Private,4 Year,2625.0,7775,10400,7775,10400,23.0,Louisiana,33900.0,61500.0,,0.0,
New River Community and Technical College,West Virginia,WV,Public,2 Year,,4526,4526,7140,7140,,,,,,,3346.0
New River Community College,Virginia,VA,Public,2 Year,,4697,4697,10703,10703,,,,,,,7522.0
New Saint Andrews College,Idaho,ID,Private,4 Year,,12800,12800,12800,12800,,,,,,,
New York Institute of Technology,New York,NY,Private,4 Year,14290.0,36890,51180,36890,51180,,,,,,,
New York School of Interior Design,New York,NY,Private,4 Year,21300.0,30834,52134,30834,52134,,,,,,,1103.0
New York University,New York,NY,Private,4 Year,18156.0,51828,69984,51828,69984,13.0,New-York,63100.0,117700.0,42.0,18.0,91769.0
Newberry College,South Carolina,SC,Private,4 Year,10666.0,26424,37090,26424,37090,19.0,South-Carolina,41200.0,74700.0,54.0,14.0,1986.0
Newbury College,Massachusetts,MA,Private,4 Year,14900.0,35540,50440,35540,50440,,,,,,,1890.0
Newman University,Kansas,KS,Private,4 Year,8326.0,30724,39050,30724,39050,6.0,Kansas,48000.0,88500.0,66.0,11.0,6920.0
NHTI-Concord's Community College,New Hampshire,NH,Public,2 Year,9552.0,7200,16752,15450,25002,,,,,,,
Niagara County Community College,New York,NY,Public,2 Year,,5027,5027,11615,11615,,,,,,,11383.0
Niagara University,New York,NY,Private,4 Year,13200.0,33180,46380,33180,46380,,,,,,,7040.0
Nicholls State University,Louisiana,LA,Public,4 Year,9938.0,7982,17920,9075,19013,14.0,Louisiana,44500.0,84300.0,53.0,5.0,12069.0
Nichols College,Massachusetts,MA,Private,4 Year,13950.0,34800,48750,34800,48750,,,,,,,2349.0
Nicolet Area Technical College,Wisconsin,WI,Public,2 Year,,4404,4404,6437,6437,,,,,,,1968.0
Norco College,California,CA,Public,2 Year,,1416,1416,8436,8436,,,,,,,21254.0
Norfolk State University,Virginia,VA,Public,4 Year,10360.0,9490,19850,21418,31778,,,,,,,15318.0
Normandale Community College,Minnesota,MN,Public,2 Year,,5789,5789,5789,5789,,,,,,,18173.0
North Arkansas College,Arkansas,AR,Public,2 Year,,2850,2850,5790,5790,,,,,,,3338.0
North Carolina Agricultural and Technical State University,North Carolina,NC,Public,4 Year,7624.0,6612,14236,19822,27446,,,,,,,
North Carolina Central University,North Carolina,NC,Public,4 Year,8909.0,6348,15257,19055,27964,,,,,,,19282.0
North Carolina State University,North Carolina,NC,Public,4 Year,11078.0,9101,20179,28444,39522,,,,,,,55432.0
North Carolina Wesleyan College,North Carolina,NC,Private,4 Year,10800.0,31000,41800,31000,41800,21.0,North-Carolina,45300.0,78800.0,62.0,8.0,3955.0
North Central College,Illinois,IL,Private,4 Year,11019.0,38880,49899,38880,49899,19.0,Illinois,50400.0,92900.0,45.0,9.0,5263.0
North Central Kansas Technical College,Kansas,KS,Public,2 Year,5815.0,3930,9745,3930,9745,,,,,,,1188.0
North Central Michigan College,Michigan,MI,Public,2 Year,6300.0,3570,9870,7710,14010,,,,,,,4420.0
North Central Missouri College,Missouri,MO,Public,2 Year,6055.0,3510,9565,6210,12265,,,,,,,3017.0
North Central State College,Ohio,OH,Public,2 Year,,4998,4998,9020,9020,,,,,,,4980.0
North Central Texas College,Texas,TX,Public,2 Year,3970.0,2730,6700,7980,11950,,,,,,,19556.0
North Central University,Minnesota,MN,Private,4 Year,7400.0,24240,31640,24240,31640,,,,,,,2074.0
North Country Community College,New York,NY,Public,2 Year,10350.0,6008,16358,12638,22988,,,,,,,3311.0
North Dakota State College of Science,North Dakota,ND,Public,2 Year,6220.0,5132,11352,12402,18622,,,,,,,4757.0
North Dakota State University,North Dakota,ND,Public,4 Year,8565.0,9294,17859,13273,21838,,,,,,,22740.0
North Florida Community College,Florida,FL,Public,2 Year,,3179,3179,12095,12095,,,,,,,2513.0
North Georgia Technical College,Georgia,GA,Public,2 Year,4000.0,3268,7268,5938,9938,,,,,,,4583.0
North Greenville University,South Carolina,SC,Private,4 Year,10240.0,19750,29990,19750,29990,,,,,,,4094.0
North Hennepin Community College,Minnesota,MN,Public,2 Year,,5542,5542,5542,5542,,,,,,,15017.0
North Idaho College,Idaho,ID,Public,2 Year,7500.0,4245,11745,10815,18315,,,,,,,9848.0
North Iowa Area Community College,Iowa,IA,Public,2 Year,7128.0,5408,12536,7721,14849,,,,,,,4886.0
North Lake College,Texas,TX,Public,2 Year,,1770,1770,5220,5220,,,,,,,23998.0
North Park University,Illinois,IL,Private,4 Year,9866.0,29190,39056,29190,39056,,,,,,,6444.0
North Seattle College,Washington,WA,Public,2 Year,,4027,4027,4462,4462,,,,,,,
North Shore Community College,Massachusetts,MA,Public,2 Year,,6450,6450,13410,13410,,,,,,,14733.0
Northampton Community College,Pennsylvania,PA,Public,2 Year,9094.0,4380,13474,14100,23194,,,,,,,20627.0
Northcentral Technical College,Wisconsin,WI,Public,2 Year,,4026,4026,6039,6039,,,,,,,7560.0
Northcentral University,California,CA,For Profit,4 Year,,11064,11064,11064,11064,,,,,,,22345.0
Northeast Alabama Community College,Alabama,AL,Public,2 Year,,4740,4740,8610,8610,,,,,,,4711.0
Northeast Community College,Nebraska,NE,Public,2 Year,8605.0,3480,12085,4635,13240,,,,,,,8050.0
Northeast Iowa Community College,Iowa,IA,Public,2 Year,,5432,5432,5992,5992,,,,,,,7949.0
Northeast Mississippi Community College,Mississippi,MS,Public,2 Year,4480.0,3816,8296,6656,11136,,,,,,,6359.0
Northeast State Community College,Tennessee,TN,Public,2 Year,,4451,4451,17357,17357,,,,,,,9382.0
Northeast Texas Community College,Texas,TX,Public,2 Year,6300.0,2849,9149,6149,12449,,,,,,,6495.0
Northeast Wisconsin Technical College,Wisconsin,WI,Public,2 Year,,4473,4473,6486,6486,,,,,,,17996.0
Northeastern Illinois University,Illinois,IL,Public,4 Year,11424.0,14022,25446,25907,37331,,,,,,,21550.0
Northeastern Junior College,Colorado,CO,Public,2 Year,7080.0,5072,12152,7910,14990,,,,,,,3139.0
Northeastern Oklahoma Agricultural and Mechanical College,Oklahoma,OK,Public,2 Year,5698.0,4673,10371,10673,16371,,,,,,,
Northeastern State University,Oklahoma,OK,Public,4 Year,7638.0,6650,14288,14720,22358,16.0,Oklahoma,44500.0,77600.0,58.0,7.0,17252.0
Northeastern Technical College,South Carolina,SC,Public,2 Year,,5490,5490,8940,8940,,,,,,,2319.0
Northeastern University,Massachusetts,MA,Private,4 Year,16880.0,51387,68267,51387,68267,16.0,Massachusetts,62500.0,109700.0,46.0,40.0,33656.0
Northern Arizona University,Arizona,AZ,Public,4 Year,10282.0,11564,21846,25828,36110,4.0,Arizona,49600.0,90000.0,56.0,12.0,52982.0
Northern Essex Community College,Massachusetts,MA,Public,2 Year,,6420,6420,13650,13650,,,,,,,14346.0
Northern Illinois University,Illinois,IL,Public,4 Year,10880.0,12262,23142,12262,23142,14.0,Illinois,53000.0,95500.0,47.0,20.0,38014.0
Northern Kentucky University,Kentucky,KY,Public,4 Year,10022.0,10032,20054,19680,29702,6.0,Kentucky,49000.0,87400.0,46.0,12.0,25407.0
Northern Maine Community College,Maine,ME,Public,2 Year,7818.0,3820,11638,6640,14458,,,,,,,1745.0
Northern Michigan University,Michigan,MI,Public,4 Year,10666.0,10988,21654,16484,27150,,,,,,,
Northern New Mexico College,New Mexico,NM,Public,4 Year,,4765,4765,4765,4765,,,,,,,3380.0
Northern Oklahoma College,Oklahoma,OK,Public,2 Year,7080.0,4170,11250,10755,17835,,,,,,,8685.0
Northern State University,South Dakota,SD,Public,4 Year,8029.0,8498,16527,11471,19500,7.0,South-Dakota,42300.0,77700.0,56.0,7.0,5950.0
Northern Vermont University,Vermont,VT,Public,4 Year,10598.0,12434,23032,25754,36352,,,,,,,
Northern Virginia Community College,Virginia,VA,Public,2 Year,,5610,5610,11618,11618,,,,,,,106930.0
Northland College,Wisconsin,WI,Private,4 Year,9176.0,36183,45359,36183,45359,,,,,,,939.0
Northland Community & Technical College,Minnesota,MN,Public,2 Year,4500.0,5549,10049,5549,10049,,,,,,,
Northland Pioneer College,Arizona,AZ,Public,2 Year,,2310,2310,10740,10740,,,,,,,6708.0
Northpoint Bible College,Massachusetts,MA,Private,4 Year,9500.0,12580,22080,12580,22080,,,,,,,
Northwest Arkansas Community College,Arkansas,AR,Public,2 Year,,3208,3208,4708,4708,,,,,,,
Northwest Christian University,Oregon,OR,Private,4 Year,9300.0,30050,39350,30050,39350,17.0,Oregon,45200.0,81100.0,62.0,5.0,1291.0
Northwest College,Wyoming,WY,Public,2 Year,6090.0,3420,9510,7932,14022,,,,,,,
Northwest College of Art & Design,Washington,WA,For Profit,4 Year,,20600,20600,20600,20600,,,,,,,
Northwest Florida State College,Florida,FL,Public,2 Year,,3324,3324,11634,11634,,,,,,,11464.0
Northwest Indian College,Washington,WA,Public,2 Year,4950.0,5445,10395,14310,19260,,,,,,,1659.0
Northwest Iowa Community College,Iowa,IA,Public,2 Year,,5070,5070,5370,5370,,,,,,,2518.0
Northwest Kansas Technical College,Kansas,KS,Public,2 Year,4850.0,8300,13150,8300,13150,,,,,,,1011.0
Northwest Mississippi Community College,Mississippi,MS,Public,2 Year,3550.0,3000,6550,5400,8950,,,,,,,14935.0
Northwest Missouri State University,Missouri,MO,Public,4 Year,10016.0,9805,19821,16457,26473,13.0,Missouri,46900.0,85100.0,50.0,26.0,11105.0
Northwest Nazarene University,Idaho,ID,Private,4 Year,7400.0,29300,36700,29300,36700,6.0,Idaho,46200.0,80600.0,68.0,7.0,3868.0
Northwest School of Wooden Boatbuilding,Washington,WA,Private,4 Year,,19500,19500,19500,19500,,,,,,,
Northwest State Community College,Ohio,OH,Public,2 Year,,5102,5102,9942,9942,,,,,,,5639.0
Northwest Technical College,Minnesota,MN,Public,2 Year,,5488,5488,5488,5488,,,,,,,2099.0
Northwest University,Washington,WA,Private,4 Year,8630.0,31540,40170,31540,40170,16.0,Washington,50900.0,89000.0,51.0,3.0,
Northwest Vista College,Texas,TX,Public,2 Year,,2720,2720,13730,13730,,,,,,,35547.0
Northwest-Shoals Community College,Alabama,AL,Public,2 Year,,4695,4695,8565,8565,,,,,,,6670.0
Northwestern College,Iowa,IA,Private,4 Year,9200.0,31100,40300,31100,40300,18.0,Iowa,44800.0,82400.0,42.0,11.0,
Northwestern College,Illinois,IL,For Profit,2 Year,12402.0,18485,30887,18485,30887,18.0,Iowa,44800.0,82400.0,42.0,11.0,
Northwestern Connecticut Community College,Connecticut,CT,Public,2 Year,,4404,4404,13172,13172,,,,,,,2965.0
Northwestern Health Sciences University,Minnesota,MN,Private,4 Year,,13380,13380,13380,13380,,,,,,,1397.0
Northwestern Michigan College,Michigan,MI,Public,2 Year,8750.0,4174,12924,9611,18361,,,,,,,7287.0
Northwestern Oklahoma State University,Oklahoma,OK,Public,4 Year,4780.0,7036,11816,14153,18933,18.0,Oklahoma,42200.0,76800.0,55.0,11.0,3891.0
Northwestern Polytechnic University,California,CA,Private,4 Year,6000.0,10700,16700,10700,16700,,,,,,,
Northwestern State University,Louisiana,LA,Public,4 Year,8884.0,8580,17464,19368,28252,,,,,,,18543.0
Northwestern University,Illinois,IL,Private,4 Year,16626.0,54567,71193,54567,71193,2.0,Illinois,63400.0,115400.0,46.0,20.0,37984.0
Northwood University: Michigan,Michigan,MI,Private,4 Year,10480.0,27060,37540,27060,37540,,,,,,,
Norwalk Community College,Connecticut,CT,Public,2 Year,,4399,4399,13167,13167,,,,,,,13672.0
Norwich University,Vermont,VT,Private,4 Year,13840.0,40016,53856,40016,53856,3.0,Vermont,57000.0,99100.0,51.0,20.0,5121.0
Nossi College of Art,Tennessee,TN,For Profit,2 Year,,17700,17700,17700,17700,,,,,,,466.0
Notre Dame College,Ohio,OH,Private,4 Year,9980.0,30160,40140,30160,40140,,,,,,,
Notre Dame de Namur University,California,CA,Private,4 Year,14494.0,35350,49844,35350,49844,,,,,,,4443.0
Notre Dame of Maryland University,Maryland,MD,Private,4 Year,11850.0,36900,48750,36900,48750,23.0,Maryland,48300.0,86400.0,58.0,3.0,6112.0
Nova Southeastern University,Florida,FL,Private,4 Year,13250.0,30900,44150,30900,44150,14.0,Florida,50200.0,89800.0,60.0,9.0,54482.0
Nueta Hidatsa Sahnish College,North Dakota,ND,Public,2 Year,,3870,3870,3870,3870,,,,,,,
Nunez Community College,Louisiana,LA,Public,2 Year,,4175,4175,7674,7674,,,,,,,5587.0
Nyack College,New York,NY,Private,4 Year,9450.0,25350,34800,25350,34800,,,,,,,6725.0
O'More College of Design,Tennessee,TN,Private,4 Year,,29880,29880,29880,29880,,,,,,,346.0
Oak Hills Christian College,Minnesota,MN,Private,4 Year,6984.0,17314,24298,17314,24298,,,,,,,232.0
Oakland City University,Indiana,IN,Private,4 Year,9900.0,24000,33900,24000,33900,,,,,,,3387.0
Oakland Community College,Michigan,MI,Public,2 Year,,2960,2960,5540,5540,,,,,,,45713.0
Oakland University,Michigan,MI,Public,4 Year,10100.0,12606,22706,24230,34330,9.0,Michigan,51300.0,93300.0,49.0,19.0,36155.0
Oakton Community College,Illinois,IL,Public,2 Year,,4292,4292,13375,13375,,,,,,,20670.0
Oakwood University,Alabama,AL,Private,4 Year,9312.0,16720,26032,16720,26032,15.0,Alabama,43500.0,78800.0,71.0,16.0,4738.0
Oberlin College,Ohio,OH,Private,4 Year,16338.0,55054,71392,55054,71392,13.0,Ohio,53100.0,96800.0,47.0,21.0,5291.0
Occidental College,California,CA,Private,4 Year,15496.0,54686,70182,54686,70182,,,,,,,4015.0
Ocean County College,New Jersey,NJ,Public,2 Year,,4515,4515,7695,7695,,,,,,,16276.0
Odessa College,Texas,TX,Public,2 Year,5412.0,2794,8206,5450,10862,,,,,,,11309.0
Oglala Lakota College,South Dakota,SD,Public,4 Year,,3560,3560,3560,3560,,,,,,,3795.0
Oglethorpe University,Georgia,GA,Private,4 Year,13200.0,38100,51300,38100,51300,6.0,Georgia,52400.0,91400.0,50.0,12.0,2122.0
Ohio Christian University,Ohio,OH,Private,4 Year,8076.0,23306,31382,23306,31382,,,,,,,7899.0
Ohio Dominican University,Ohio,OH,Private,4 Year,10948.0,31080,42028,31080,42028,,,,,,,4994.0
Ohio Northern University,Ohio,OH,Private,4 Year,11650.0,32260,43910,32260,43910,6.0,Ohio,54400.0,103900.0,49.0,22.0,5905.0
Ohio State University Agricultural Technical Institute,Ohio,OH,Public,2 Year,8696.0,7658,16354,27674,36370,,,,,,,1050.0
Ohio State University: Columbus Campus,Ohio,OH,Public,4 Year,12434.0,10726,23160,30742,43176,,,,,,,
Ohio State University: Lima Campus,Ohio,OH,Public,4 Year,,7644,7644,27660,27660,,,,,,,
Ohio State University: Mansfield Campus,Ohio,OH,Public,4 Year,8094.0,7644,15738,27660,35754,,,,,,,
Ohio State University: Marion Campus,Ohio,OH,Public,4 Year,,7644,7644,27660,27660,,,,,,,
